Fid,pid,ptime,date_time,src_ip_address,dst_ip_address,frame_protos,src_port,dst_port,sbytes,dbytes,uid,Label
10.42.0.211-63.250.200.101-58565-443-6,25504247,03:03.9,2022-12-10 01:28:25+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,80,20932,1500,3347,ClQB1W6JOI3vTZI2j,1
10.42.0.211-123.125.29.220-60495-80-6,25504251,03:03.9,2022-12-10 01:28:25+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,80,20932,1500,1905242,ClQB1W6JOI3vTZI2j,0
172.217.9.234-10.42.0.151-443-37011-6,25504252,03:03.9,2022-12-10 01:28:27+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,80,20932,1500,2900,ClQB1W6JOI3vTZI2j,0
10.42.0.42-66.231.239.125-48398-443-6,25504253,03:03.9,2022-12-10 01:28:27+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,80,20932,1500,3164,ClQB1W6JOI3vTZI2j,1
172.217.10.42-10.42.0.211-443-44191-6,25504256,03:03.9,2022-12-10 01:28:27+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,80,20932,1500,2916,ClQB1W6JOI3vTZI2j,1
10.42.0.151-104.244.43.195-58068-443-6,25504258,03:03.9,2022-12-10 01:28:28+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,80,20932,1500,1891934,ClQB1W6JOI3vTZI2j,0
172.217.6.238-10.42.0.211-443-54735-6,25504259,03:03.9,2022-12-10 01:28:29+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,80,20932,1500,2868,ClQB1W6JOI3vTZI2j,1
10.42.0.42-115.239.210.141-47691-80-6,25504264,03:03.9,2022-12-10 01:28:29+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,80,20932,1500,3073,ClQB1W6JOI3vTZI2j,1
173.241.242.143-10.42.0.211-443-58519-6,25504265,03:03.9,2022-12-10 01:28:30+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,80,20932,1500,72376573,ClQB1W6JOI3vTZI2j,1
216.58.217.131-10.42.0.211-443-44969-6,25504266,03:03.9,2022-12-10 01:28:30+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,80,20932,363,940,ClQB1W6JOI3vTZI2j,1
180.149.134.142-10.42.0.42-80-39305-6,25504510,03:04.0,2022-12-10 01:28:31+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,80,20932,1500,339,ClQB1W6JOI3vTZI2j,1
10.42.0.211-95.213.11.133-57599-443-6,25504511,03:04.0,2022-12-10 01:28:31+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,80,20932,1500,235,ClQB1W6JOI3vTZI2j,0
157.240.2.36-10.42.0.42-443-48725-6,25504515,03:04.0,2022-12-10 01:28:32+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,80,20932,1500,293,ClQB1W6JOI3vTZI2j,0
172.217.10.238-10.42.0.151-443-43899-6,25504518,03:04.0,2022-12-10 01:28:32+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,80,20932,1500,339,ClQB1W6JOI3vTZI2j,1
172.217.6.206-10.42.0.151-443-46142-6,25504519,03:04.0,2022-12-10 01:28:32+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,80,20932,1500,3467,ClQB1W6JOI3vTZI2j,1
180.149.136.194-10.42.0.211-80-51570-6,25504520,03:04.0,2022-12-10 01:28:33+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,80,20932,1500,184,ClQB1W6JOI3vTZI2j,0
10.42.0.211-23.206.166.62-58445-80-6,25504528,03:04.0,2022-12-10 01:28:35+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,80,20932,1500,72,ClQB1W6JOI3vTZI2j,1
183.79.250.123-10.42.0.42-443-59118-6,25504529,03:04.0,2022-12-10 01:28:35+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,80,20932,1500,1077,ClQB1W6JOI3vTZI2j,1
10.42.0.211-10.42.0.1-18972-53-17,25504530,03:04.0,2022-12-10 01:28:35+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,80,20932,1500,1025,ClQB1W6JOI3vTZI2j,1
10.42.0.42-66.198.24.253-47876-443-6,25504531,03:04.0,2022-12-10 01:28:36+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,80,20932,1500,1021,ClQB1W6JOI3vTZI2j,0
10.42.0.42-58.63.236.212-50458-443-6,25504533,03:04.0,2022-12-10 01:28:46+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,80,20932,41,339,ClQB1W6JOI3vTZI2j,0
174.35.73.165-10.42.0.42-80-52307-6,25504757,03:04.1,2022-12-15 20:12:44+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,80,20932,1500,340,ClQB1W6JOI3vTZI2j,0
10.42.0.211-121.12.98.64-57446-80-6,25504762,03:04.1,2022-12-10 01:28:53+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,80,20932,1500,287,ClQB1W6JOI3vTZI2j,0
10.42.0.211-104.88.89.135-38024-443-6,25504763,03:04.1,2022-12-10 01:28:53+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,80,20932,1500,287,ClQB1W6JOI3vTZI2j,1
172.217.12.163-10.42.0.211-443-43872-6,25504764,03:04.1,2022-12-10 01:28:53+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp:http:data-text-lines,80,20932,1323,1025,ClQB1W6JOI3vTZI2j,0
10.42.0.151-50.22.240.169-50074-5222-6,25504765,03:04.1,2022-12-10 01:28:53+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,80,20932,1323,819,ClQB1W6JOI3vTZI2j,0
172.217.10.234-10.42.0.211-443-40382-6,25505618,03:04.4,2022-12-10 01:28:53+09,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,80,39469,48,2621,CHwCh32hmjgrHrH2X5,1
172.217.12.174-10.42.0.151-443-43430-17,25505619,03:04.4,2022-12-10 01:29:01+09,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,80,39469,48,420,CHwCh32hmjgrHrH2X5,1
10.42.0.211-112.73.28.70-40569-80-6,25505988,03:04.6,2022-12-10 01:29:02+09,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:vssmonitoring,80,39469,40,1008,CHwCh32hmjgrHrH2X5,0
10.42.0.42-106.11.129.143-57479-443-6,25514084,03:07.9,2022-12-10 01:29:03+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,25,61261,48,504,Cg5Smm4LvgETLAivud,1
10.42.0.42-119.146.74.32-33685-443-6,25514085,03:07.9,2022-12-10 01:29:03+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,25,61261,48,504,Cg5Smm4LvgETLAivud,1
10.42.0.151-52.71.132.109-50012-443-6,25514694,03:08.2,2022-12-10 01:29:03+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp:smtp,25,61261,152,504,Cg5Smm4LvgETLAivud,0
180.149.138.210-10.42.0.211-80-49100-6,25514762,03:08.2,2022-12-10 01:29:03+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp:smtp,25,61261,78,1008,Cg5Smm4LvgETLAivud,0
180.149.153.234-10.42.0.211-80-35993-6,25515599,03:08.6,2022-12-10 01:29:03+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,25,61261,78,1008,Cg5Smm4LvgETLAivud,0
172.217.3.97-10.42.0.151-443-32982-6,25516104,03:08.8,2022-12-10 01:29:04+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp:smtp,25,61261,94,1008,Cg5Smm4LvgETLAivud,1
172.217.12.174-10.42.0.151-443-35272-6,25516105,03:08.8,2022-12-10 01:29:04+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,25,61261,94,420,Cg5Smm4LvgETLAivud,1
10.42.0.211-68.67.178.170-60090-443-6,25516146,03:08.9,2022-12-10 01:29:04+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp:smtp,25,61261,86,776,Cg5Smm4LvgETLAivud,0
10.42.0.151-64.71.142.124-40000-80-6,25516147,03:08.9,2022-12-10 01:29:11+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,25,61261,86,1008,Cg5Smm4LvgETLAivud,1
180.163.255.159-10.42.0.211-443-45911-6,25516642,03:09.2,2022-12-10 01:29:12+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp:smtp,25,61261,119,1008,Cg5Smm4LvgETLAivud,1
10.42.0.151-10.42.0.1-25058-53-17,25516643,03:09.2,2022-12-10 01:29:12+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,25,61261,119,1008,Cg5Smm4LvgETLAivud,1
202.77.129.230-10.42.0.211-80-51033-6,25516830,03:09.2,2022-12-10 01:29:13+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp:smtp,25,61261,88,892,Cg5Smm4LvgETLAivud,0
10.42.0.151-69.147.82.61-34570-443-6,25516848,03:09.2,2022-12-10 01:29:13+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp:vssmonitoring,25,61261,40,420,Cg5Smm4LvgETLAivud,1
10.42.0.211-87.240.165.80-59587-80-6,25541915,03:18.9,2022-12-10 01:29:13+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,46547,48,840,C7vpXe3MTnEXPKd93f,1
10.42.0.151-10.42.0.1-49800-53-17,25542779,03:19.2,2022-12-10 01:29:14+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,46547,40,504,C7vpXe3MTnEXPKd93f,1
10.42.0.151-123.125.115.164-50358-443-6,25542811,03:19.3,2022-12-10 01:29:45+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,46547,1500,1008,C7vpXe3MTnEXPKd93f,0
172.217.10.8-10.42.0.211-443-60598-6,25542812,03:19.3,2022-12-10 01:29:14+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,46547,1500,504,C7vpXe3MTnEXPKd93f,0
224.0.0.251-10.42.0.1-5353-5353-17,25542813,03:19.3,2022-12-10 01:29:14+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,46547,1500,504,C7vpXe3MTnEXPKd93f,0
10.42.0.151-10.42.0.1-11954-53-17,25542816,03:19.3,2022-12-10 01:29:24+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,46547,1500,1008,C7vpXe3MTnEXPKd93f,0
10.42.0.211-31.13.71.52-52891-443-6,25542817,03:19.3,2022-12-10 01:29:24+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,46547,1500,956,C7vpXe3MTnEXPKd93f,0
180.76.174.197-10.42.0.211-80-52217-6,25542819,03:19.3,2022-12-10 01:29:25+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,46547,1087,420,C7vpXe3MTnEXPKd93f,0
10.42.0.151-112.80.248.187-49964-80-6,25542920,03:19.3,2022-12-10 01:29:25+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp:vssmonitoring,80,46547,40,504,C7vpXe3MTnEXPKd93f,0
172.217.9.238-10.42.0.151-80-41104-6,25550284,03:22.2,2022-12-10 01:29:27+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,111,13907,48,420,CGsiXr2UbjHq0W9VW6,0
10.42.0.151-10.42.0.1-43025-53-17,25550285,03:22.2,2022-12-10 01:29:30+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,111,13907,48,1008,CGsiXr2UbjHq0W9VW6,0
10.42.0.211-66.198.178.88-42312-443-6,25551322,03:22.8,2022-12-10 01:29:30+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp:vssmonitoring,111,13907,40,504,CGsiXr2UbjHq0W9VW6,1
10.42.0.1-10.42.0.42-53-61512-17,25551323,03:22.8,2022-12-10 01:29:31+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,111,13907,40,293,CGsiXr2UbjHq0W9VW6,0
10.42.0.211-98.139.199.204-54045-443-6,25553751,03:23.6,2022-12-10 01:29:31+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,111,13907,40,1077,CGsiXr2UbjHq0W9VW6,0
10.42.0.211-10.42.0.1-57633-53-17,25554452,03:24.0,2022-12-10 01:29:31+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,25,42115,48,184,Ch8Lts3OB3xl0C0Oec,0
182.22.120.234-10.42.0.151-443-58700-6,25554453,03:24.0,2022-12-10 01:29:31+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,25,42115,48,850,Ch8Lts3OB3xl0C0Oec,0
10.42.0.211-107.20.235.219-36518-443-6,25555790,03:24.9,2022-12-10 01:29:40+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp:smtp,25,42115,155,385,Ch8Lts3OB3xl0C0Oec,0
172.217.10.237-10.42.0.151-443-56218-6,25556192,03:25.2,2022-12-10 01:29:41+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp:smtp,25,42115,81,339,Ch8Lts3OB3xl0C0Oec,1
172.217.12.195-10.42.0.151-443-50845-6,25556193,03:25.2,2022-12-10 01:29:44+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,25,42115,81,850,Ch8Lts3OB3xl0C0Oec,1
175.100.207.232-10.42.0.151-80-46503-6,25556466,03:25.2,2022-12-10 01:29:46+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp:smtp,25,42115,101,858,Ch8Lts3OB3xl0C0Oec,0
10.42.0.211-113.200.98.174-54229-80-6,25556467,03:25.2,2022-12-10 01:29:46+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,25,42115,101,339,Ch8Lts3OB3xl0C0Oec,0
222.73.28.96-10.42.0.42-80-47431-6,25557435,03:25.8,2022-12-10 01:29:47+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,25,42115,77,339,Ch8Lts3OB3xl0C0Oec,0
182.22.31.124-10.42.0.151-443-33448-6,25557560,03:26.0,2022-12-10 01:29:47+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp:smtp,25,42115,86,279,Ch8Lts3OB3xl0C0Oec,1
219.142.78.217-10.42.0.211-80-49581-6,25557561,03:26.0,2022-12-10 01:29:48+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,25,42115,86,940,Ch8Lts3OB3xl0C0Oec,0
10.42.0.211-104.192.110.245-59774-80-6,25557667,03:26.0,2022-12-10 01:29:48+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,25,42115,40,1021,Ch8Lts3OB3xl0C0Oec,0
10.42.0.151-104.193.88.109-50000-80-6,25557932,03:26.1,2022-12-10 01:29:48+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp:vssmonitoring,25,42115,40,850,Ch8Lts3OB3xl0C0Oec,1
10.42.0.211-10.42.0.1-40394-53-17,25557933,03:26.1,2022-12-10 01:29:49+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,25,42115,40,184,Ch8Lts3OB3xl0C0Oec,0
10.42.0.211-123.125.29.220-52018-80-6,25558052,03:26.2,2022-12-10 01:29:50+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp:vssmonitoring,25,42115,40,385,Ch8Lts3OB3xl0C0Oec,1
10.42.0.151-10.42.0.1-41149-53-17,25558053,03:26.2,2022-12-10 01:29:51+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,25,42115,40,339,Ch8Lts3OB3xl0C0Oec,1
10.42.0.1-10.42.0.42-53-50784-17,25558116,03:26.2,2022-12-10 01:29:55+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp:vssmonitoring,25,42115,40,385,Ch8Lts3OB3xl0C0Oec,1
10.42.0.151-10.42.0.1-32555-53-17,25558117,03:26.2,2022-12-10 01:29:53+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,25,42115,40,287,Ch8Lts3OB3xl0C0Oec,0
10.42.0.211-23.21.51.186-45021-443-6,25558277,03:26.3,2022-12-10 01:29:53+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,25,42115,40,385,Ch8Lts3OB3xl0C0Oec,1
182.22.24.252-10.42.0.211-443-52473-6,25558506,03:26.4,2022-12-10 01:29:54+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp:vssmonitoring,25,42115,40,850,Ch8Lts3OB3xl0C0Oec,1
10.42.0.211-10.42.0.1-47551-53-17,25558507,03:26.4,2022-12-10 01:29:55+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,25,42115,40,1077,Ch8Lts3OB3xl0C0Oec,0
10.42.0.151-10.42.0.1-20298-53-17,25558559,03:26.4,2022-12-10 01:29:55+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,25,42115,40,242,Ch8Lts3OB3xl0C0Oec,0
10.42.0.151-10.42.0.1-8707-53-17,25558698,03:26.6,2022-12-10 01:29:55+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp:vssmonitoring,25,42115,40,2804,Ch8Lts3OB3xl0C0Oec,0
4.53.160.75-10.42.0.42-123-59075-17,25558734,03:26.7,2022-12-10 01:29:56+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp:vssmonitoring,25,42115,40,184,Ch8Lts3OB3xl0C0Oec,0
172.217.10.78-10.42.0.151-443-37173-6,25558806,03:26.7,2022-12-10 01:29:56+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp:vssmonitoring,25,42115,40,1021,Ch8Lts3OB3xl0C0Oec,1
172.217.10.106-10.42.0.151-443-50668-6,25559070,03:26.8,2022-12-10 01:29:59+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp:vssmonitoring,25,42115,40,3245,Ch8Lts3OB3xl0C0Oec,1
182.22.25.252-10.42.0.211-443-38342-6,25559071,03:26.8,2022-12-10 01:30:00+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,25,42115,40,339,Ch8Lts3OB3xl0C0Oec,0
173.194.175.139-10.42.0.42-443-39844-6,25559195,03:26.9,2022-12-10 01:30:00+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,25,42115,40,339,Ch8Lts3OB3xl0C0Oec,1
10.42.0.211-54.210.118.128-52863-443-6,25559241,03:26.9,2022-12-10 01:30:01+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,25,42115,40,287,Ch8Lts3OB3xl0C0Oec,0
172.217.6.206-10.42.0.151-443-43552-6,25559322,03:27.0,2022-12-10 01:30:01+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp:vssmonitoring,25,42115,40,385,Ch8Lts3OB3xl0C0Oec,1
10.42.0.211-113.108.216.233-44532-80-6,25559323,03:27.0,2022-12-10 01:30:02+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,25,42115,40,1077,Ch8Lts3OB3xl0C0Oec,1
10.42.0.211-66.231.239.124-55346-80-6,25559343,03:27.1,2022-12-10 01:30:02+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,25,42115,40,874,Ch8Lts3OB3xl0C0Oec,0
172.217.3.35-10.42.0.211-443-53736-6,25559579,03:27.2,2022-12-10 01:30:03+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,25,42115,40,874,Ch8Lts3OB3xl0C0Oec,1
180.149.136.194-10.42.0.151-80-54067-6,25559822,03:27.3,2022-12-10 01:30:03+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp:vssmonitoring,25,42115,40,1021,Ch8Lts3OB3xl0C0Oec,0
198.11.188.80-10.42.0.211-443-39431-6,25559823,03:27.3,2022-12-10 01:30:03+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,25,42115,40,940,Ch8Lts3OB3xl0C0Oec,1
10.42.0.211-23.23.129.231-60469-443-6,25560032,03:27.3,2022-12-10 01:30:04+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp:vssmonitoring,25,42115,40,385,Ch8Lts3OB3xl0C0Oec,0
10.42.0.211-123.59.190.251-44976-80-6,25560033,03:27.3,2022-12-10 01:30:05+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,25,42115,40,273,Ch8Lts3OB3xl0C0Oec,0
182.22.67.86-10.42.0.42-443-56393-6,25560214,03:27.4,2022-12-10 01:30:06+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp:vssmonitoring,25,42115,40,339,Ch8Lts3OB3xl0C0Oec,0
182.22.31.252-10.42.0.151-443-50781-6,25560215,03:27.4,2022-12-10 01:30:06+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,25,42115,40,339,Ch8Lts3OB3xl0C0Oec,0
216.58.219.202-10.42.0.151-443-42017-6,25560422,03:27.5,2022-12-10 01:30:07+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,25,48235,48,273,CrGH2p31KerGdUEMdd,1
192.229.173.173-10.42.0.42-80-58935-6,25560488,03:27.5,2022-12-10 01:30:08+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp:vssmonitoring,25,42115,40,339,Ch8Lts3OB3xl0C0Oec,0
10.42.0.211-10.42.0.1-7404-53-17,25560586,03:27.6,2022-12-10 01:30:08+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp:smtp,25,48235,155,1077,CrGH2p31KerGdUEMdd,0
172.217.3.110-10.42.0.211-443-58560-6,25560587,03:27.6,2022-12-10 01:30:10+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,25,48235,155,842,CrGH2p31KerGdUEMdd,0
10.42.0.211-10.42.0.1-24422-53-17,25560568,03:27.6,2022-12-10 01:30:10+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp:vssmonitoring,25,42115,40,798,Ch8Lts3OB3xl0C0Oec,0
169.45.219.236-10.42.0.42-443-43380-6,25560569,03:27.6,2022-12-10 01:30:12+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,25,42115,40,1893488,Ch8Lts3OB3xl0C0Oec,1
172.217.11.33-10.42.0.42-443-41724-6,25560636,03:27.7,2022-12-10 01:30:12+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp:vssmonitoring,25,42115,40,2274,Ch8Lts3OB3xl0C0Oec,0
172.217.10.42-10.42.0.211-443-33411-6,25560637,03:27.7,2022-12-10 01:30:12+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,25,42115,40,73138583,Ch8Lts3OB3xl0C0Oec,0
10.42.0.211-10.42.0.1-29026-53-17,25560718,03:27.7,2022-12-10 01:30:13+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp:smtp,25,48235,81,940,CrGH2p31KerGdUEMdd,0
10.42.0.151-101.226.103.112-46205-80-6,25560719,03:27.7,2022-12-10 01:30:14+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,25,48235,81,339,CrGH2p31KerGdUEMdd,1
10.42.0.211-119.146.74.33-58161-443-6,25560856,03:27.8,2022-12-10 01:30:15+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp:smtp,25,48235,113,293,CrGH2p31KerGdUEMdd,1
10.42.0.151-112.80.248.220-47820-443-6,25560857,03:27.8,2022-12-10 01:30:16+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,25,48235,113,339,CrGH2p31KerGdUEMdd,0
198.105.244.11-10.42.0.42-80-57710-6,25560956,03:27.9,2022-12-10 01:30:17+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp:smtp,25,48235,95,969,CrGH2p31KerGdUEMdd,0
10.42.0.211-31.13.80.52-54981-443-6,25560957,03:27.9,2022-12-10 01:30:17+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,25,48235,95,339,CrGH2p31KerGdUEMdd,1
172.217.6.234-10.42.0.151-443-51144-6,25561206,03:28.0,2022-12-10 01:30:18+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp:smtp,25,48235,86,682,CrGH2p31KerGdUEMdd,0
151.101.2.109-10.42.0.211-80-36241-6,25561207,03:28.0,2022-12-10 01:30:18+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,25,48235,86,1021,CrGH2p31KerGdUEMdd,1
192.229.173.173-10.42.0.211-80-48503-6,25561169,03:28.0,2022-12-10 01:30:18+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,25,42115,40,880,Ch8Lts3OB3xl0C0Oec,1
10.42.0.151-58.215.168.151-49336-80-6,25561431,03:28.1,2022-12-10 01:30:18+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,25,48235,40,385,CrGH2p31KerGdUEMdd,1
10.42.0.151-10.42.0.1-7825-53-17,25561393,03:28.1,2022-12-10 01:30:18+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,25,42115,40,339,Ch8Lts3OB3xl0C0Oec,1
10.42.0.211-23.208.87.120-52618-80-6,25561484,03:28.2,2022-12-10 01:30:18+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp:vssmonitoring,25,48235,40,333,CrGH2p31KerGdUEMdd,0
10.42.0.151-10.42.0.1-33766-53-17,25561485,03:28.2,2022-12-10 01:30:18+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,25,48235,40,874,CrGH2p31KerGdUEMdd,0
172.217.10.46-10.42.0.151-443-53357-17,25561459,03:28.2,2022-12-10 01:30:20+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,25,42115,40,3081,Ch8Lts3OB3xl0C0Oec,0
209.85.232.188-10.42.0.151-5228-41660-6,25561522,03:28.2,2022-12-10 01:30:21+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp:vssmonitoring,25,42115,40,504,Ch8Lts3OB3xl0C0Oec,0
172.217.3.100-10.42.0.42-443-49803-6,25561523,03:28.2,2022-12-10 01:30:22+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,25,42115,40,892,Ch8Lts3OB3xl0C0Oec,1
202.77.129.185-10.42.0.211-80-34490-6,25561580,03:28.2,2022-12-10 01:30:22+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp:vssmonitoring,25,48235,40,1008,CrGH2p31KerGdUEMdd,0
10.42.0.211-123.134.184.163-43737-80-6,25561581,03:28.2,2022-12-10 01:30:23+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,25,48235,40,504,CrGH2p31KerGdUEMdd,1
10.42.0.151-10.42.0.1-25322-53-17,25561614,03:28.3,2022-12-10 01:30:25+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp:vssmonitoring,25,48235,40,840,CrGH2p31KerGdUEMdd,1
239.255.255.250-10.42.0.1-1900-53178-17,25561615,03:28.3,2022-12-10 01:30:25+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,25,48235,40,1504,CrGH2p31KerGdUEMdd,0
10.42.0.211-10.42.0.1-49732-53-17,25561600,03:28.2,2022-12-20 16:54:29+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp:vssmonitoring,25,42115,40,944,Ch8Lts3OB3xl0C0Oec,1
10.42.0.42-23.194.180.131-56242-443-6,25561601,03:28.2,2022-12-10 01:30:26+09,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,25,42115,40,956,Ch8Lts3OB3xl0C0Oec,0
10.42.0.211-10.42.0.1-1264-53-17,25561630,03:28.3,2022-12-10 01:30:26+09,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp:smtp,25,48235,122,504,CrGH2p31KerGdUEMdd,1
